id,version_active,file_bytes,create_date,create_uid/id,cte_name,model,file_filter,odoo_model/id,sga_file_var_ids/id,sga_file_var_ids/adaia_type,sga_file_var_ids/name,sga_file_var_ids/odoo_name/id,sga_file_var_ids/fillchar,sga_file_var_ids/create_date,sga_file_var_ids/create_uid/id,sga_file_var_ids/en,sga_file_var_ids/st,sga_file_var_ids/length_dec,sga_file_var_ids/length_int,sga_file_var_ids/length,sga_file_var_ids/odoo_model/id,sga_file_var_ids/required,sga_file_var_ids/sequence,sga_file_var_ids/default,sga_file_var_ids/write_uid/id,sga_file_var_ids/write_date,description,code,version,write_uid/id,write_date
,,,,,,,,,__export__.sgavar_file_var_783_a03f4f27,Related-Alfanumérico,DIR3,base.field_res_partner_state_id, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,214,175,0,40,40,partner_reservation_days.model_res_partner,False,9,name,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3342_98e28cb2,Related-Alfanumérico,DIR4,base.field_res_partner_country_id, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,254,215,0,40,40,partner_reservation_days.model_res_partner,False,10,name,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_913_c9917097,Numérico,POSCOD,base.field_res_partner_zip, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,260,255,0,6,6,partner_reservation_days.model_res_partner,False,11,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3388_16a698bf,Related-Alfanumérico,PAISCOD,base.field_res_partner_country_id, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,264,261,0,4,4,partner_reservation_days.model_res_partner,False,12,code,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_878_344a1b80,Alfanumerico,PERAJU,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,265,265,0,1,1,partner_reservation_days.model_res_partner,False,13,N,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3357_57492d7c,Alfanumerico,CNTEXPTIP,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,269,266,0,4,4,partner_reservation_days.model_res_partner,False,14,PL,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_715_51f32d0e,Alfanumerico,NUMTELSMS,base.field_res_partner_mobile, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,349,270,0,80,80,partner_reservation_days.model_res_partner,False,15,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_1059_693a7f23,Alfanumerico,NUMTELFAX,partner_fax.field_res_partner_fax, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,429,350,0,80,80,partner_reservation_days.model_res_partner,False,16,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3425_cf091aef,Alfanumerico,EMAILD,base.field_res_partner_email, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,509,430,0,80,80,partner_reservation_days.model_res_partner,False,17,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_716_0d746ab9,Alfanumerico,CNTEXPTIPCAJ,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,513,510,0,4,4,partner_reservation_days.model_res_partner,False,18,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_1022_039ff1a8,Alfanumerico,POSCODINT,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,521,514,0,8,8,partner_reservation_days.model_res_partner,False,19,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
__export__.sgavar_file_10_1a9s7f6a,False,431,2019-11-15 10:48:16,__export__.res_users_5_8063b05c,Modificación de clientes,Contacto,,partner_reservation_days.model_res_partner,__export__.sgavar_file_var_911_1d8e2a02,Alfanumerico,DIR1,base.field_res_partner_street, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,134,95,0,40,40,partner_reservation_days.model_res_partner,False,7,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,TE0,1,__export__.res_users_5_8063b05c,2019-11-15 11:13:28
,,,,,,,,,__export__.sgavar_file_var_3386_e0b1b164,Alfanumerico,DIR2,base.field_res_partner_city, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,174,135,0,40,40,partner_reservation_days.model_res_partner,False,8,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_853_a93dfc48,Related-Alfanumérico,DIR3,base.field_res_partner_state_id, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,214,175,0,40,40,partner_reservation_days.model_res_partner,False,9,name,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3355_0fa78222,Related-Alfanumérico,DIR4,base.field_res_partner_country_id, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,254,215,0,40,40,partner_reservation_days.model_res_partner,False,10,name,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_949_f9a22a48,Numérico,POSCOD,base.field_res_partner_zip, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,260,255,0,6,6,partner_reservation_days.model_res_partner,False,11,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3400_dbff631e,Related-Alfanumérico,PAISCOD,base.field_res_partner_country_id, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,264,261,0,4,4,partner_reservation_days.model_res_partner,False,12,code,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_914_1124088f,Alfanumerico,PERAJU,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,265,265,0,1,1,partner_reservation_days.model_res_partner,False,13,N,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3374_a3a3b4d5,Alfanumerico,CNTEXPTIP,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,269,266,0,4,4,partner_reservation_days.model_res_partner,False,14,PL,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_726_e291b293,Alfanumerico,NUMTELSMS,base.field_res_partner_mobile, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,349,270,0,80,80,partner_reservation_days.model_res_partner,False,15,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_1092_63266f5d,Alfanumerico,NUMTELFAX,partner_fax.field_res_partner_fax, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,429,350,0,80,80,partner_reservation_days.model_res_partner,False,16,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3441_8837c355,Alfanumerico,EMAILD,base.field_res_partner_email, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,509,430,0,80,80,partner_reservation_days.model_res_partner,False,17,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_733_93d9c7a4,Alfanumerico,CNTEXPTIPCAJ,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,513,510,0,4,4,partner_reservation_days.model_res_partner,False,18,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_1058_85304f46,Alfanumerico,POSCODINT,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,521,514,0,8,8,partner_reservation_days.model_res_partner,False,19,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
__export__.sgavar_file_11_9af1e24r,False,431,2019-11-15 10:48:16,__export__.res_users_5_8063b05c,Eliminación de clientes,Contacto,,partner_reservation_days.model_res_partner,__export__.sgavar_file_var_947_3adbe2f9,Alfanumerico,DIR1,base.field_res_partner_street, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,134,95,0,40,40,partner_reservation_days.model_res_partner,False,7,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,TE0,2,__export__.res_users_5_8063b05c,2019-11-15 11:13:28
,,,,,,,,,__export__.sgavar_file_var_3398_b627e946,Alfanumerico,DIR2,base.field_res_partner_city, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,174,135,0,40,40,partner_reservation_days.model_res_partner,False,8,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_876_710cdf51,Related-Alfanumérico,DIR3,base.field_res_partner_state_id, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,214,175,0,40,40,partner_reservation_days.model_res_partner,False,9,name,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3372_43ad4b07,Related-Alfanumérico,DIR4,base.field_res_partner_country_id, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,254,215,0,40,40,partner_reservation_days.model_res_partner,False,10,name,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_985_ce2cb31e,Numérico,POSCOD,base.field_res_partner_zip, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,260,255,0,6,6,partner_reservation_days.model_res_partner,False,11,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3423_7ceeabb2,Related-Alfanumérico,PAISCOD,base.field_res_partner_country_id, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,264,261,0,4,4,partner_reservation_days.model_res_partner,False,12,code,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_950_e6ac939b,Alfanumerico,PERAJU,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,265,265,0,1,1,partner_reservation_days.model_res_partner,False,13,N,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3389_1fdc598a,Alfanumerico,CNTEXPTIP,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,269,266,0,4,4,partner_reservation_days.model_res_partner,False,14,PL,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_791_615e638d,Alfanumerico,NUMTELSMS,base.field_res_partner_mobile, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,349,270,0,80,80,partner_reservation_days.model_res_partner,False,15,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_1117_434qf8el,Alfanumerico,NUMTELFAX,partner_fax.field_res_partner_fax, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,429,350,0,80,80,partner_reservation_days.model_res_partner,False,16,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_559_69f4b43a,Alfanumerico,EMAILD,base.field_res_partner_email, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,509,430,0,80,80,partner_reservation_days.model_res_partner,False,17,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_792_8af6c1e4,Alfanumerico,CNTEXPTIPCAJ,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,513,510,0,4,4,partner_reservation_days.model_res_partner,False,18,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_1093_71442b80,Alfanumerico,POSCODINT,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,521,514,0,8,8,partner_reservation_days.model_res_partner,False,19,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
__export__.sgavar_file_12_1s52afw1,False,116,2019-11-15 10:48:16,__export__.res_users_5_8063b05c,Creación Producto,Producto,,stock_available_global.model_product_product,__export__.sgavar_file_var_983_34cb4bd3,Alfanumerico,DIACADMAX,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,92,88,0,5,5,stock_available_global.model_product_product,False,7,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,AR0,0,__export__.res_users_5_8063b05c,2019-11-15 11:13:28
,,,,,,,,,__export__.sgavar_file_var_3416_2cadc314,Alfanumerico,DIAMINCADEXP,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,97,93,0,5,5,stock_available_global.model_product_product,False,8,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_912_3509cdc6,Alfanumerico,LOTREQ,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,98,98,0,1,1,stock_available_global.model_product_product,False,9,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3387_13ab006b,Alfanumerico,PESVAR,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,99,99,0,1,1,stock_available_global.model_product_product,False,10,N,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_1002_2bee76a3,Alfanumerico,SINEAN,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,100,100,0,1,1,stock_available_global.model_product_product,False,11,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3439_89c22858,Alfanumerico,UNIMIN,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,104,101,0,4,4,stock_available_global.model_product_product,True,12,UD,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_986_62e7c633,Alfanumerico,UNIREC,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,108,105,0,4,4,stock_available_global.model_product_product,True,13,UD,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3401_52c2fcf1,Alfanumerico,UNIALM,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,112,109,0,4,4,stock_available_global.model_product_product,True,14,UD,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_859_629fb783,Alfanumerico,UNIEXP,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,116,113,0,4,4,stock_available_global.model_product_product,True,15,UD,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_1137_521jgw5i,Alfanumerico,GESSER,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,117,117,0,1,1,stock_available_global.model_product_product,False,16,N,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_574_f0662995,Alfanumerico,TERPROREF,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,133,118,0,16,16,stock_available_global.model_product_product,False,17,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_860_1a2d4b63,Alfanumerico,SITINI,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,137,134,0,4,4,stock_available_global.model_product_product,False,18,OK,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_1118_57nfkuw8,Alfanumerico,BLOQUEADO,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,138,138,0,1,1,stock_available_global.model_product_product,False,19,N,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3346_b66c0046,Numérico,NUMDIACALCAD,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,142,139,0,4,4,stock_available_global.model_product_product,False,20,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3426_212ba4ec,Numérico,ADMCANMAYPOR,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,145,143,0,3,3,stock_available_global.model_product_product,False,21,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_607_2ef0be44,Alfanumerico,LOTE,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,165,146,0,20,20,stock_available_global.model_product_product,False,22,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_756_6361a08c,Alfanumerico,CONCRETO,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,167,166,0,2,2,stock_available_global.model_product_product,False,23,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_953_5ab6ec8b,Alfanumerico,CNTTIP,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,173,168,0,8,8,stock_available_global.model_product_product,False,24,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_1154_7xmuec7n,Alfanumerico,LOTREQEXP,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,174,174,0,1,1,stock_available_global.model_product_product,False,25,N,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3360_cb962bab,Alfanumerico,CRIROTREQEXP,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,175,175,0,1,1,stock_available_global.model_product_product,False,26,N,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3427_4e2e37da,Alfanumerico,PRIEXPEDI,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,179,176,0,4,4,stock_available_global.model_product_product,False,27,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_1155_8xp4cqvg,Alfanumerico,GESENV,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,180,180,0,1,1,stock_available_global.model_product_product,False,28,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3361_c9f6d8fc,Alfanumerico,SUBTIPART,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,184,181,0,4,4,stock_available_global.model_product_product,False,29,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3428_fbc9c3b3,Numérico,TEMRECMIN,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,187,185,0,3,3,stock_available_global.model_product_product,False,30,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_1156_93ht7dul,Numérico,TEMRECMAX,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,190,188,0,3,3,stock_available_global.model_product_product,False,31,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3362_e02fe80f,Numérico,PESINFPOR,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,192,191,0,3,3,stock_available_global.model_product_product,False,32,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3429_984da89c,Numérico,PRESSUPPOR,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,195,193,0,3,3,stock_available_global.model_product_product,False,33,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_1157_10f3t9zw,Alfanumerico,REPREC,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,199,196,0,4,4,stock_available_global.model_product_product,False,34,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3363_8b103238,Alfanumerico,ABCLOG,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,200,200,0,1,1,stock_available_global.model_product_product,False,35,C,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
__export__.sgavar_file_13_sa3w1was,False,116,2019-11-15 10:48:16,__export__.res_users_5_8063b05c,Modificación Producto,Producto,,stock_available_global.model_product_product,__export__.sgavar_file_var_1000_1df4c78d,Alfanumerico,DIACADMAX,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,92,88,0,5,5,stock_available_global.model_product_product,False,7,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,AR0,1,__export__.res_users_5_8063b05c,2019-11-15 11:13:28
,,,,,,,,,__export__.sgavar_file_var_3417_581927e3,Alfanumerico,DIAMINCADEXP,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,97,93,0,5,5,stock_available_global.model_product_product,False,8,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_948_121e7e7b,Alfanumerico,LOTREQ,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,98,98,0,1,1,stock_available_global.model_product_product,False,9,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3399_232bbcbc,Alfanumerico,PESVAR,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,99,99,0,1,1,stock_available_global.model_product_product,False,10,N,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_1019_07e9e54f,Alfanumerico,SINEAN,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,100,100,0,1,1,stock_available_global.model_product_product,False,11,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_557_8b6b0e20,Alfanumerico,UNIMIN,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,104,101,0,4,4,stock_available_global.model_product_product,True,12,UD,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_1003_afe08033,Alfanumerico,UNIREC,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,108,105,0,4,4,stock_available_global.model_product_product,True,13,UD,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_3424_2232cb07,Alfanumerico,UNIALM,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,112,109,0,4,4,stock_available_global.model_product_product,True,14,UD,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_879_3d494ae3,Alfanumerico,UNIEXP,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,116,113,0,4,4,stock_available_global.model_product_product,True,15,UD,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_1152_5cbv6khd,Alfanumerico,GESSER,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,117,117,0,1,1,stock_available_global.model_product_product,False,16,N,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_586_2607cc8c,Alfanumerico,TERPROREF,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,133,118,0,16,16,stock_available_global.model_product_product,False,17,,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_880_f70f0366,Alfanumerico,SITINI,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,137,134,0,4,4,stock_available_global.model_product_product,False,18,OK,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
,,,,,,,,,__export__.sgavar_file_var_1138_65tlv05j,Alfanumerico,BLOQUEADO,, ,2019-11-15 11:13:28,__export__.res_users_5_8063b05c,138,138,0,1,1,stock_available_global.model_product_product,False,19,N,__export__.res_users_5_8063b05c,2019-11-15 11:13:28,,,,,
