id,version_active,file_bytes,cte_name,model,file_filter,odoo_model/id,description,code,version,sga_file_var_ids/id,sga_file_var_ids/adaia_type,sga_file_var_ids/name,sga_file_var_ids/odoo_name/id,sga_file_var_ids/fillchar,sga_file_var_ids/en,sga_file_var_ids/st,sga_file_var_ids/length_dec,sga_file_var_ids/length_int,sga_file_var_ids/length,sga_file_var_ids/odoo_model/id,sga_file_var_ids/required,sga_file_var_ids/sequence,sga_file_var_ids/default
,,,,,,,,,,__export__.sgavar_file_var_779_16b74d56,Alfanumerico,EMAILD,base.field_res_partner_email, ,509,430,0,80,80,stock_move_selection_wzd.model_res_partner,False,17,
,,,,,,,,,,__export__.sgavar_file_var_780_49146952,Alfanumerico,CNTEXPTIPCAJ,, ,513,510,0,4,4,stock_move_selection_wzd.model_res_partner,False,18,
,,,,,,,,,,__export__.sgavar_file_var_781_c33fcb8b,Alfanumerico,POSCODINT,, ,521,514,0,8,8,stock_move_selection_wzd.model_res_partner,False,19,
,,,,,,,,,,__export__.sgavar_file_var_783_a03f4f27,Alfanumerico,ACCION,, ,6,5,0,2,2,stock_move_selection_wzd.model_res_partner,True,1,MO
,,,,,,,,,,__export__.sgavar_file_var_789_2d81d6ab,Alfanumerico,TERREF,base.field_res_partner_ref, ,22,7,0,16,16,stock_move_selection_wzd.model_res_partner,True,2,
,,,,,,,,,,__export__.sgavar_file_var_790_b8071717,Alfanumerico,TERDES,base.field_res_partner_name, ,62,23,0,40,40,stock_move_selection_wzd.model_res_partner,True,3,
,,,,,,,,,,__export__.sgavar_file_var_791_615e638d,Alfanumerico,TERPRIREF,, ,78,63,0,16,16,stock_move_selection_wzd.model_res_partner,False,4,
,,,,,,,,,,__export__.sgavar_file_var_792_8af6c1e4,Alfanumerico,ALIAS,base.field_res_partner_display_name, ,90,79,0,12,12,stock_move_selection_wzd.model_res_partner,True,5,
,,,,,,,,,,__export__.sgavar_file_var_838_ee7c5c1a,Alfanumerico,TERORI,sga_adaia_integration.field_res_partner_partner_type, ,94,91,0,4,4,stock_move_selection_wzd.model_res_partner,True,6,
,,,,,,,,,,__export__.sgavar_file_var_839_884524cc,Alfanumerico,DIR1,base.field_res_partner_street, ,134,95,0,40,40,stock_move_selection_wzd.model_res_partner,False,7,
,,,,,,,,,,__export__.sgavar_file_var_840_a1b418ee,Alfanumerico,DIR2,base.field_res_partner_city, ,174,135,0,40,40,stock_move_selection_wzd.model_res_partner,False,8,
,,,,,,,,,,__export__.sgavar_file_var_841_0128c26c,Related-Alfanumérico,DIR3,base.field_res_partner_state_id, ,214,175,0,40,40,stock_move_selection_wzd.model_res_partner,False,9,name
,,,,,,,,,,__export__.sgavar_file_var_842_4c7fc374,Related-Alfanumérico,DIR4,base.field_res_partner_country_id, ,254,215,0,40,40,stock_move_selection_wzd.model_res_partner,False,10,name
,,,,,,,,,,__export__.sgavar_file_var_843_8f3c50a6,Numérico,POSCOD,base.field_res_partner_zip, ,260,255,0,6,6,stock_move_selection_wzd.model_res_partner,False,11,
,,,,,,,,,,__export__.sgavar_file_var_844_f294ffa8,Related-Alfanumérico,PAISCOD,base.field_res_partner_country_id, ,264,261,0,4,4,stock_move_selection_wzd.model_res_partner,False,12,code
,,,,,,,,,,__export__.sgavar_file_var_845_cabb2d8b,Alfanumerico,PERAJU,, ,265,265,0,1,1,stock_move_selection_wzd.model_res_partner,False,13,N
,,,,,,,,,,__export__.sgavar_file_var_846_e953fe56,Alfanumerico,CNTEXPTIP,, ,269,266,0,4,4,stock_move_selection_wzd.model_res_partner,False,14,PL
,,,,,,,,,,__export__.sgavar_file_var_847_d9855134,Alfanumerico,NUMTELSMS,base.field_res_partner_mobile, ,349,270,0,80,80,stock_move_selection_wzd.model_res_partner,False,15,
,,,,,,,,,,__export__.sgavar_file_var_848_f9dad25f,Alfanumerico,NUMTELFAX,partner_fax.field_res_partner_fax, ,429,350,0,80,80,stock_move_selection_wzd.model_res_partner,False,16,
,,,,,,,,,,__export__.sgavar_file_var_849_1d045b9c,Alfanumerico,EMAILD,base.field_res_partner_email, ,509,430,0,80,80,stock_move_selection_wzd.model_res_partner,False,17,
,,,,,,,,,,__export__.sgavar_file_var_850_d0546442,Alfanumerico,CNTEXPTIPCAJ,, ,513,510,0,4,4,stock_move_selection_wzd.model_res_partner,False,18,
,,,,,,,,,,__export__.sgavar_file_var_851_7ea931e8,Alfanumerico,POSCODINT,, ,521,514,0,8,8,stock_move_selection_wzd.model_res_partner,False,19,
,,,,,,,,,,__export__.sgavar_file_var_853_a93dfc48,Alfanumerico,ACCION,, ,6,5,0,2,2,stock_move_selection_wzd.model_res_partner,True,1,DE
,,,,,,,,,,__export__.sgavar_file_var_854_1a1addfc,Alfanumerico,TERREF,base.field_res_partner_ref, ,22,7,0,16,16,stock_move_selection_wzd.model_res_partner,True,2,
,,,,,,,,,,__export__.sgavar_file_var_855_bbc178bf,Alfanumerico,TERDES,base.field_res_partner_name, ,62,23,0,40,40,stock_move_selection_wzd.model_res_partner,True,3,
,,,,,,,,,,__export__.sgavar_file_var_859_629fb783,Alfanumerico,TERPRIREF,, ,78,63,0,16,16,stock_move_selection_wzd.model_res_partner,False,4,
,,,,,,,,,,__export__.sgavar_file_var_860_1a2d4b63,Alfanumerico,ALIAS,base.field_res_partner_display_name, ,90,79,0,12,12,stock_move_selection_wzd.model_res_partner,True,5,
,,,,,,,,,,__export__.sgavar_file_var_861_565452d9,Alfanumerico,TERORI,sga_adaia_integration.field_res_partner_partner_type, ,94,91,0,4,4,stock_move_selection_wzd.model_res_partner,True,6,
,,,,,,,,,,__export__.sgavar_file_var_862_da29fcf6,Alfanumerico,DIR1,base.field_res_partner_street, ,134,95,0,40,40,stock_move_selection_wzd.model_res_partner,False,7,
,,,,,,,,,,__export__.sgavar_file_var_863_e04b426c,Alfanumerico,DIR2,base.field_res_partner_city, ,174,135,0,40,40,stock_move_selection_wzd.model_res_partner,False,8,
,,,,,,,,,,__export__.sgavar_file_var_864_00699d3c,Related-Alfanumérico,DIR3,base.field_res_partner_state_id, ,214,175,0,40,40,stock_move_selection_wzd.model_res_partner,False,9,name
,,,,,,,,,,__export__.sgavar_file_var_865_580e1066,Related-Alfanumérico,DIR4,base.field_res_partner_country_id, ,254,215,0,40,40,stock_move_selection_wzd.model_res_partner,False,10,name
,,,,,,,,,,__export__.sgavar_file_var_866_4417e248,Numérico,POSCOD,base.field_res_partner_zip, ,260,255,0,6,6,stock_move_selection_wzd.model_res_partner,False,11,
,,,,,,,,,,__export__.sgavar_file_var_867_92225c4f,Related-Alfanumérico,PAISCOD,base.field_res_partner_country_id, ,264,261,0,4,4,stock_move_selection_wzd.model_res_partner,False,12,code
,,,,,,,,,,__export__.sgavar_file_var_868_eaed00ef,Alfanumerico,PERAJU,, ,265,265,0,1,1,stock_move_selection_wzd.model_res_partner,False,13,N
,,,,,,,,,,__export__.sgavar_file_var_869_2ca916c0,Alfanumerico,CNTEXPTIP,, ,269,266,0,4,4,stock_move_selection_wzd.model_res_partner,False,14,PL
,,,,,,,,,,__export__.sgavar_file_var_870_d39b7472,Alfanumerico,NUMTELSMS,base.field_res_partner_mobile, ,349,270,0,80,80,stock_move_selection_wzd.model_res_partner,False,15,
,,,,,,,,,,__export__.sgavar_file_var_871_89f21a06,Alfanumerico,NUMTELFAX,partner_fax.field_res_partner_fax, ,429,350,0,80,80,stock_move_selection_wzd.model_res_partner,False,16,
,,,,,,,,,,__export__.sgavar_file_var_872_141742fd,Alfanumerico,EMAILD,base.field_res_partner_email, ,509,430,0,80,80,stock_move_selection_wzd.model_res_partner,False,17,
,,,,,,,,,,__export__.sgavar_file_var_873_8d6ed8c3,Alfanumerico,CNTEXPTIPCAJ,, ,513,510,0,4,4,stock_move_selection_wzd.model_res_partner,False,18,
,,,,,,,,,,__export__.sgavar_file_var_874_f14a0a31,Alfanumerico,POSCODINT,, ,521,514,0,8,8,stock_move_selection_wzd.model_res_partner,False,19,
,,,,,,,,,,__export__.sgavar_file_var_876_710cdf51,Alfanumerico,ACCION,, ,6,5,0,2,2,stock_available_global.model_product_product,True,1,AG
,,,,,,,,,,__export__.sgavar_file_var_877_df1daf8c,Alfanumerico,ARTREF,product.field_product_template_default_code, ,22,7,0,16,16,stock_available_global.model_product_product,True,2,
,,,,,,,,,,__export__.sgavar_file_var_878_344a1b80,Alfanumerico,ARTDES,product.field_product_template_name, ,62,23,0,40,40,stock_available_global.model_product_product,True,3,
,,,,,,,,,,__export__.sgavar_file_var_879_3d494ae3,Alfanumerico,ARTPRIREF,, ,78,63,0,16,16,stock_available_global.model_product_product,False,4,
,,,,,,,,,,__export__.sgavar_file_var_880_f70f0366,Alfanumerico,ROTTIP,, ,82,79,0,4,4,stock_available_global.model_product_product,True,5,FE
,,,,,,,,,,__export__.sgavar_file_var_881_a418352c,Alfanumerico,DIACAD,, ,87,83,0,5,5,stock_available_global.model_product_product,False,6,
,,,,,,,,,,__export__.sgavar_file_var_882_3b96c278,Alfanumerico,DIACADMAX,, ,92,88,0,5,5,stock_available_global.model_product_product,False,7,
,,,,,,,,,,__export__.sgavar_file_var_883_2f542fda,Alfanumerico,DIAMINCADEXP,, ,97,93,0,5,5,stock_available_global.model_product_product,False,8,
,,,,,,,,,,__export__.sgavar_file_var_884_e62a6828,Alfanumerico,LOTREQ,, ,98,98,0,1,1,stock_available_global.model_product_product,False,9,
,,,,,,,,,,__export__.sgavar_file_var_885_39e28a0c,Alfanumerico,PESVAR,, ,99,99,0,1,1,stock_available_global.model_product_product,False,10,N
,,,,,,,,,,__export__.sgavar_file_var_886_b2715305,Alfanumerico,SINEAN,, ,100,100,0,1,1,stock_available_global.model_product_product,False,11,
,,,,,,,,,,__export__.sgavar_file_var_887_bf27151f,Alfanumerico,UNIMIN,, ,104,101,0,4,4,stock_available_global.model_product_product,True,12,UD
,,,,,,,,,,__export__.sgavar_file_var_888_5cf23652,Alfanumerico,UNIREC,, ,108,105,0,4,4,stock_available_global.model_product_product,True,13,UD
,,,,,,,,,,__export__.sgavar_file_var_889_626c05a6,Alfanumerico,UNIALM,, ,112,109,0,4,4,stock_available_global.model_product_product,True,14,UD
,,,,,,,,,,__export__.sgavar_file_var_890_d3d83902,Alfanumerico,UNIEXP,, ,116,113,0,4,4,stock_available_global.model_product_product,True,15,UD
,,,,,,,,,,__export__.sgavar_file_var_891_40c126fb,Alfanumerico,GESSER,, ,117,117,0,1,1,stock_available_global.model_product_product,False,16,N
,,,,,,,,,,__export__.sgavar_file_var_892_cb006147,Alfanumerico,TERPROREF,, ,133,118,0,16,16,stock_available_global.model_product_product,False,17,
,,,,,,,,,,__export__.sgavar_file_var_893_34b1938e,Alfanumerico,SITINI,, ,137,134,0,4,4,stock_available_global.model_product_product,False,18,OK
,,,,,,,,,,__export__.sgavar_file_var_894_f04cc82f,Alfanumerico,BLOQUEADO,, ,138,138,0,1,1,stock_available_global.model_product_product,False,19,N
,,,,,,,,,,__export__.sgavar_file_var_895_4650df0a,Numérico,NUMDIACALCAD,, ,142,139,0,4,4,stock_available_global.model_product_product,False,20,
,,,,,,,,,,__export__.sgavar_file_var_896_7d72cc90,Numérico,ADMCANMAYPOR,, ,145,143,0,3,3,stock_available_global.model_product_product,False,21,
,,,,,,,,,,__export__.sgavar_file_var_897_fd06ba61,Alfanumerico,LOTE,, ,165,146,0,20,20,stock_available_global.model_product_product,False,22,
,,,,,,,,,,__export__.sgavar_file_var_898_37ee4b17,Alfanumerico,CONCRETO,, ,167,166,0,2,2,stock_available_global.model_product_product,False,23,
,,,,,,,,,,__export__.sgavar_file_var_899_fe3c9dac,Alfanumerico,CNTTIP,, ,173,168,0,8,8,stock_available_global.model_product_product,False,24,
,,,,,,,,,,__export__.sgavar_file_var_900_ad2f4a92,Alfanumerico,LOTREQEXP,, ,174,174,0,1,1,stock_available_global.model_product_product,False,25,N
,,,,,,,,,,__export__.sgavar_file_var_901_2fe2a415,Alfanumerico,CRIROTREQEXP,, ,175,175,0,1,1,stock_available_global.model_product_product,False,26,N
,,,,,,,,,,__export__.sgavar_file_var_902_b4c007a4,Alfanumerico,PRIEXPEDI,, ,179,176,0,4,4,stock_available_global.model_product_product,False,27,
,,,,,,,,,,__export__.sgavar_file_var_903_89d3782f,Alfanumerico,GESENV,, ,180,180,0,1,1,stock_available_global.model_product_product,False,28,
,,,,,,,,,,__export__.sgavar_file_var_904_cdc89e42,Alfanumerico,SUBTIPART,, ,184,181,0,4,4,stock_available_global.model_product_product,False,29,
,,,,,,,,,,__export__.sgavar_file_var_905_6d27d303,Numérico,TEMRECMIN,, ,187,185,0,3,3,stock_available_global.model_product_product,False,30,
,,,,,,,,,,__export__.sgavar_file_var_906_882f1ed7,Numérico,TEMRECMAX,, ,190,188,0,3,3,stock_available_global.model_product_product,False,31,
,,,,,,,,,,__export__.sgavar_file_var_907_bacd20d9,Numérico,PESINFPOR,, ,192,191,0,3,3,stock_available_global.model_product_product,False,32,
,,,,,,,,,,__export__.sgavar_file_var_908_f7833cc6,Numérico,PRESSUPPOR,, ,195,193,0,3,3,stock_available_global.model_product_product,False,33,
,,,,,,,,,,__export__.sgavar_file_var_909_81aa85b6,Alfanumerico,REPREC,, ,199,196,0,4,4,stock_available_global.model_product_product,False,34,
,,,,,,,,,,__export__.sgavar_file_var_910_b2915418,Alfanumerico,ABCLOG,, ,200,200,0,1,1,stock_available_global.model_product_product,False,35,C
,,,,,,,,,,__export__.sgavar_file_var_912_3509cdc6,Alfanumerico,ACCION,, ,6,5,0,2,2,stock_available_global.model_product_product,True,1,MO
,,,,,,,,,,__export__.sgavar_file_var_913_c9917097,Alfanumerico,ARTREF,product.field_product_template_default_code, ,22,7,0,16,16,stock_available_global.model_product_product,True,2,
,,,,,,,,,,__export__.sgavar_file_var_914_1124088f,Alfanumerico,ARTDES,product.field_product_template_name, ,62,23,0,40,40,stock_available_global.model_product_product,True,3,
,,,,,,,,,,__export__.sgavar_file_var_915_b73d3e29,Alfanumerico,ARTPRIREF,, ,78,63,0,16,16,stock_available_global.model_product_product,False,4,
,,,,,,,,,,__export__.sgavar_file_var_916_c03cf278,Alfanumerico,ROTTIP,, ,82,79,0,4,4,stock_available_global.model_product_product,True,5,FE
,,,,,,,,,,__export__.sgavar_file_var_917_8440826e,Alfanumerico,DIACAD,, ,87,83,0,5,5,stock_available_global.model_product_product,False,6,
,,,,,,,,,,__export__.sgavar_file_var_918_2a95579d,Alfanumerico,DIACADMAX,, ,92,88,0,5,5,stock_available_global.model_product_product,False,7,
,,,,,,,,,,__export__.sgavar_file_var_919_d3099f80,Alfanumerico,DIAMINCADEXP,, ,97,93,0,5,5,stock_available_global.model_product_product,False,8,
,,,,,,,,,,__export__.sgavar_file_var_920_570ecadd,Alfanumerico,LOTREQ,, ,98,98,0,1,1,stock_available_global.model_product_product,False,9,
,,,,,,,,,,__export__.sgavar_file_var_921_5eec93fb,Alfanumerico,PESVAR,, ,99,99,0,1,1,stock_available_global.model_product_product,False,10,N
,,,,,,,,,,__export__.sgavar_file_var_922_be376fde,Alfanumerico,SINEAN,, ,100,100,0,1,1,stock_available_global.model_product_product,False,11,
,,,,,,,,,,__export__.sgavar_file_var_923_ed30829d,Alfanumerico,UNIMIN,, ,104,101,0,4,4,stock_available_global.model_product_product,True,12,UD
,,,,,,,,,,__export__.sgavar_file_var_924_87b4c5aa,Alfanumerico,UNIREC,, ,108,105,0,4,4,stock_available_global.model_product_product,True,13,UD
,,,,,,,,,,__export__.sgavar_file_var_925_57bdbfca,Alfanumerico,UNIALM,, ,112,109,0,4,4,stock_available_global.model_product_product,True,14,UD
,,,,,,,,,,__export__.sgavar_file_var_926_c4e51952,Alfanumerico,UNIEXP,, ,116,113,0,4,4,stock_available_global.model_product_product,True,15,UD
,,,,,,,,,,__export__.sgavar_file_var_927_fc3e9752,Alfanumerico,GESSER,, ,117,117,0,1,1,stock_available_global.model_product_product,False,16,N
,,,,,,,,,,__export__.sgavar_file_var_928_7d768f38,Alfanumerico,TERPROREF,, ,133,118,0,16,16,stock_available_global.model_product_product,False,17,
,,,,,,,,,,__export__.sgavar_file_var_929_d0fb72e7,Alfanumerico,SITINI,, ,137,134,0,4,4,stock_available_global.model_product_product,False,18,OK
,,,,,,,,,,__export__.sgavar_file_var_930_1240ce48,Alfanumerico,BLOQUEADO,, ,138,138,0,1,1,stock_available_global.model_product_product,False,19,N
,,,,,,,,,,__export__.sgavar_file_var_931_56bce295,Numérico,NUMDIACALCAD,, ,142,139,0,4,4,stock_available_global.model_product_product,False,20,
,,,,,,,,,,__export__.sgavar_file_var_932_45b7b3ca,Numérico,ADMCANMAYPOR,, ,145,143,0,3,3,stock_available_global.model_product_product,False,21,
,,,,,,,,,,__export__.sgavar_file_var_933_d07a8cf2,Alfanumerico,LOTE,, ,165,146,0,20,20,stock_available_global.model_product_product,False,22,
,,,,,,,,,,__export__.sgavar_file_var_934_b9a6e583,Alfanumerico,CONCRETO,, ,167,166,0,2,2,stock_available_global.model_product_product,False,23,
,,,,,,,,,,__export__.sgavar_file_var_935_25ded3bf,Alfanumerico,CNTTIP,, ,173,168,0,8,8,stock_available_global.model_product_product,False,24,
,,,,,,,,,,__export__.sgavar_file_var_936_8a1bbdad,Alfanumerico,LOTREQEXP,, ,174,174,0,1,1,stock_available_global.model_product_product,False,25,N
,,,,,,,,,,__export__.sgavar_file_var_937_67119735,Alfanumerico,CRIROTREQEXP,, ,175,175,0,1,1,stock_available_global.model_product_product,False,26,N
,,,,,,,,,,__export__.sgavar_file_var_938_03930337,Alfanumerico,PRIEXPEDI,, ,179,176,0,4,4,stock_available_global.model_product_product,False,27,
,,,,,,,,,,__export__.sgavar_file_var_939_15186829,Alfanumerico,GESENV,, ,180,180,0,1,1,stock_available_global.model_product_product,False,28,
,,,,,,,,,,__export__.sgavar_file_var_940_c78e4a45,Alfanumerico,SUBTIPART,, ,184,181,0,4,4,stock_available_global.model_product_product,False,29,
,,,,,,,,,,__export__.sgavar_file_var_941_4ceb0cdc,Numérico,TEMRECMIN,, ,187,185,0,3,3,stock_available_global.model_product_product,False,30,
,,,,,,,,,,__export__.sgavar_file_var_942_8b9999da,Numérico,TEMRECMAX,, ,190,188,0,3,3,stock_available_global.model_product_product,False,31,
,,,,,,,,,,__export__.sgavar_file_var_943_21a23c3c,Numérico,PESINFPOR,, ,192,191,0,3,3,stock_available_global.model_product_product,False,32,
,,,,,,,,,,__export__.sgavar_file_var_944_a0e1a18d,Numérico,PRESSUPPOR,, ,195,193,0,3,3,stock_available_global.model_product_product,False,33,
,,,,,,,,,,__export__.sgavar_file_var_945_6eace5a1,Alfanumerico,REPREC,, ,199,196,0,4,4,stock_available_global.model_product_product,False,34,
,,,,,,,,,,__export__.sgavar_file_var_946_0d4ce254,Alfanumerico,ABCLOG,, ,200,200,0,1,1,stock_available_global.model_product_product,False,35,C
,,,,,,,,,,__export__.sgavar_file_var_948_121e7e7b,Alfanumerico,ACCION,, ,6,5,0,2,2,stock_available_global.model_product_product,True,1,DE
,,,,,,,,,,__export__.sgavar_file_var_949_f9a22a48,Alfanumerico,ARTREF,product.field_product_template_default_code, ,22,7,0,16,16,stock_available_global.model_product_product,True,2,
,,,,,,,,,,__export__.sgavar_file_var_950_e6ac939b,Alfanumerico,ARTDES,product.field_product_template_name, ,62,23,0,40,40,stock_available_global.model_product_product,True,3,
,,,,,,,,,,__export__.sgavar_file_var_951_9218bba9,Alfanumerico,ARTPRIREF,, ,78,63,0,16,16,stock_available_global.model_product_product,False,4,
,,,,,,,,,,__export__.sgavar_file_var_952_51931ef5,Alfanumerico,ROTTIP,, ,82,79,0,4,4,stock_available_global.model_product_product,True,5,FE
,,,,,,,,,,__export__.sgavar_file_var_953_5ab6ec8b,Alfanumerico,DIACAD,, ,87,83,0,5,5,stock_available_global.model_product_product,False,6,
,,,,,,,,,,__export__.sgavar_file_var_954_d91b5ffb,Alfanumerico,DIACADMAX,, ,92,88,0,5,5,stock_available_global.model_product_product,False,7,
,,,,,,,,,,__export__.sgavar_file_var_955_eec0a8d5,Alfanumerico,DIAMINCADEXP,, ,97,93,0,5,5,stock_available_global.model_product_product,False,8,
,,,,,,,,,,__export__.sgavar_file_var_956_93c5efc5,Alfanumerico,LOTREQ,, ,98,98,0,1,1,stock_available_global.model_product_product,False,9,
,,,,,,,,,,__export__.sgavar_file_var_957_f3cfbcad,Alfanumerico,PESVAR,, ,99,99,0,1,1,stock_available_global.model_product_product,False,10,N
,,,,,,,,,,__export__.sgavar_file_var_958_3fa46cec,Alfanumerico,SINEAN,, ,100,100,0,1,1,stock_available_global.model_product_product,False,11,
,,,,,,,,,,__export__.sgavar_file_var_959_b12a7f24,Alfanumerico,UNIMIN,, ,104,101,0,4,4,stock_available_global.model_product_product,True,12,UD
,,,,,,,,,,__export__.sgavar_file_var_960_0a4c6673,Alfanumerico,UNIREC,, ,108,105,0,4,4,stock_available_global.model_product_product,True,13,UD
,,,,,,,,,,__export__.sgavar_file_var_961_387c1e51,Alfanumerico,UNIALM,, ,112,109,0,4,4,stock_available_global.model_product_product,True,14,UD
,,,,,,,,,,__export__.sgavar_file_var_962_43a2a9ee,Alfanumerico,UNIEXP,, ,116,113,0,4,4,stock_available_global.model_product_product,True,15,UD
,,,,,,,,,,__export__.sgavar_file_var_963_e647c16f,Alfanumerico,GESSER,, ,117,117,0,1,1,stock_available_global.model_product_product,False,16,N
,,,,,,,,,,__export__.sgavar_file_var_964_c2f456a4,Alfanumerico,TERPROREF,, ,133,118,0,16,16,stock_available_global.model_product_product,False,17,
,,,,,,,,,,__export__.sgavar_file_var_965_ce4dc015,Alfanumerico,SITINI,, ,137,134,0,4,4,stock_available_global.model_product_product,False,18,OK
,,,,,,,,,,__export__.sgavar_file_var_966_beab6e88,Alfanumerico,BLOQUEADO,, ,138,138,0,1,1,stock_available_global.model_product_product,False,19,N
,,,,,,,,,,__export__.sgavar_file_var_967_cf629c8a,Numérico,NUMDIACALCAD,, ,142,139,0,4,4,stock_available_global.model_product_product,False,20,
,,,,,,,,,,__export__.sgavar_file_var_968_0eddf1f1,Numérico,ADMCANMAYPOR,, ,145,143,0,3,3,stock_available_global.model_product_product,False,21,
,,,,,,,,,,__export__.sgavar_file_var_969_c9762599,Alfanumerico,LOTE,, ,165,146,0,20,20,stock_available_global.model_product_product,False,22,
,,,,,,,,,,__export__.sgavar_file_var_970_e3fa7914,Alfanumerico,CONCRETO,, ,167,166,0,2,2,stock_available_global.model_product_product,False,23,
,,,,,,,,,,__export__.sgavar_file_var_971_1179b145,Alfanumerico,CNTTIP,, ,173,168,0,8,8,stock_available_global.model_product_product,False,24,
,,,,,,,,,,__export__.sgavar_file_var_972_db7c4ac2,Alfanumerico,LOTREQEXP,, ,174,174,0,1,1,stock_available_global.model_product_product,False,25,N
,,,,,,,,,,__export__.sgavar_file_var_973_ceeb4b54,Alfanumerico,CRIROTREQEXP,, ,175,175,0,1,1,stock_available_global.model_product_product,False,26,N
