id,version_active,file_bytes,cte_name,model,file_filter,odoo_model/id,description,code,version,sga_file_var_ids/id,sga_file_var_ids/adaia_type,sga_file_var_ids/name,sga_file_var_ids/odoo_name/id,sga_file_var_ids/fillchar,sga_file_var_ids/en,sga_file_var_ids/st,sga_file_var_ids/length_dec,sga_file_var_ids/length_int,sga_file_var_ids/length,sga_file_var_ids/odoo_model/id,sga_file_var_ids/required,sga_file_var_ids/sequence,sga_file_var_ids/default
,,,,,,,,,,__export__.sgavar_file_var_974_540123d7,Alfanumerico,PRIEXPEDI,, ,179,176,0,4,4,stock_available_global.model_product_product,False,27,
,,,,,,,,,,__export__.sgavar_file_var_975_a1f621d5,Alfanumerico,GESENV,, ,180,180,0,1,1,stock_available_global.model_product_product,False,28,
,,,,,,,,,,__export__.sgavar_file_var_976_7ac6a382,Alfanumerico,SUBTIPART,, ,184,181,0,4,4,stock_available_global.model_product_product,False,29,
,,,,,,,,,,__export__.sgavar_file_var_977_96a5b75f,Numérico,TEMRECMIN,, ,187,185,0,3,3,stock_available_global.model_product_product,False,30,
,,,,,,,,,,__export__.sgavar_file_var_978_359d37f8,Numérico,TEMRECMAX,, ,190,188,0,3,3,stock_available_global.model_product_product,False,31,
,,,,,,,,,,__export__.sgavar_file_var_979_deaaab1e,Numérico,PESINFPOR,, ,192,191,0,3,3,stock_available_global.model_product_product,False,32,
,,,,,,,,,,__export__.sgavar_file_var_980_167601aa,Numérico,PRESSUPPOR,, ,195,193,0,3,3,stock_available_global.model_product_product,False,33,
,,,,,,,,,,__export__.sgavar_file_var_981_c239254b,Alfanumerico,REPREC,, ,199,196,0,4,4,stock_available_global.model_product_product,False,34,
,,,,,,,,,,__export__.sgavar_file_var_982_81421aaf,Alfanumerico,ABCLOG,, ,200,200,0,1,1,stock_available_global.model_product_product,False,35,C
,,,,,,,,,,__export__.sgavar_file_var_984_95430c35,Alfanumerico,ACCION,, ,6,5,0,2,2,stock_available_global.model_product_template,True,1,AG
,,,,,,,,,,__export__.sgavar_file_var_985_ce2cb31e,Alfanumerico,ARTREF,product.field_product_template_default_code, ,22,7,0,16,16,stock_available_global.model_product_template,True,2,
,,,,,,,,,,__export__.sgavar_file_var_986_62e7c633,Alfanumerico,UNITIP,, ,26,23,0,4,4,stock_available_global.model_product_template,True,3,UD
,,,,,,,,,,__export__.sgavar_file_var_987_a4618ea6,Numérico,NUMUNI,, ,34,27,0,8,8,stock_available_global.model_product_template,True,4,1
,,,,,,,,,,__export__.sgavar_file_var_988_5cfaec2b,Numérico,CUB,product.field_product_template_volume, ,43,35,3,6,9,stock_available_global.model_product_template,False,5,
,,,,,,,,,,__export__.sgavar_file_var_989_bf2f2606,Numérico,MEDLAR,, ,52,44,3,6,9,stock_available_global.model_product_template,False,6,
,,,,,,,,,,__export__.sgavar_file_var_990_607477f3,Numérico,MEDALT,, ,60,53,3,6,9,stock_available_global.model_product_template,False,7,
,,,,,,,,,,__export__.sgavar_file_var_991_a7ac8bb6,Numérico,MEDANC,, ,69,61,3,6,9,stock_available_global.model_product_template,False,8,
,,,,,,,,,,__export__.sgavar_file_var_992_a0cbcbf3,Numérico,PESUNI,, ,77,70,3,5,8,stock_available_global.model_product_template,False,9,
,,,,,,,,,,__export__.sgavar_file_var_993_c435958c,Numérico,PESINF,, ,85,78,3,5,8,stock_available_global.model_product_template,False,10,
,,,,,,,,,,__export__.sgavar_file_var_994_5993727b,Numérico,PESSUP,, ,93,86,3,5,8,stock_available_global.model_product_template,False,11,
,,,,,,,,,,__export__.sgavar_file_var_995_fe47e6d2,Numérico,UNIPAL,, ,102,94,0,9,9,stock_available_global.model_product_template,False,12,9000
,,,,,,,,,,__export__.sgavar_file_var_996_4bd9785f,Numérico,BASE,, ,107,103,0,5,5,stock_available_global.model_product_template,False,13,2250
,,,,,,,,,,__export__.sgavar_file_var_997_966dde4e,Numérico,ALTURA,, ,112,108,0,5,5,stock_available_global.model_product_template,False,14,4
,,,,,,,,,,__export__.sgavar_file_var_998_b71cfca3,Numérico,PESTAR,, ,121,113,3,6,9,stock_available_global.model_product_template,False,15,
,,,,,,,,,,__export__.sgavar_file_var_999_2537bcaa,Alfanumerico,UNIANI,, ,122,122,0,1,1,stock_available_global.model_product_template,False,16,N
,,,,,,,,,,__export__.sgavar_file_var_1001_78e1a58c,Alfanumerico,ACCION,,,6,5,0,2,2,stock_available_global.model_product_template,True,1,MO
,,,,,,,,,,__export__.sgavar_file_var_1002_2bee76a3,Alfanumerico,ARTREF,product.field_product_template_default_code,,22,7,0,16,16,stock_available_global.model_product_template,True,2,
,,,,,,,,,,__export__.sgavar_file_var_1003_afe08033,Alfanumerico,UNITIP,,,26,23,0,4,4,stock_available_global.model_product_template,True,3,UD
,,,,,,,,,,__export__.sgavar_file_var_1004_cf9112ae,Numérico,NUMUNI,,,34,27,3,5,8,stock_available_global.model_product_template,True,4,1
,,,,,,,,,,__export__.sgavar_file_var_1005_bbea45fd,Numérico,CUB,product.field_product_template_volume,,43,35,3,6,9,stock_available_global.model_product_template,False,5,
,,,,,,,,,,__export__.sgavar_file_var_1006_88558594,Numérico,MEDLAR,,,52,44,3,6,9,stock_available_global.model_product_template,False,6,
,,,,,,,,,,__export__.sgavar_file_var_1007_ade58ef6,Numérico,MEDALT,,,60,53,3,6,9,stock_available_global.model_product_template,False,7,
,,,,,,,,,,__export__.sgavar_file_var_1008_80e2afa6,Numérico,MEDANC,,,69,61,3,6,9,stock_available_global.model_product_template,False,8,
,,,,,,,,,,__export__.sgavar_file_var_1009_280ba72d,Numérico,PESUNI,,,77,70,3,5,8,stock_available_global.model_product_template,False,9,
,,,,,,,,,,__export__.sgavar_file_var_1010_11502e23,Numérico,PESINF,,,85,78,3,5,8,stock_available_global.model_product_template,False,10,
,,,,,,,,,,__export__.sgavar_file_var_1011_1d818a26,Numérico,PESSUP,,,93,86,3,5,8,stock_available_global.model_product_template,False,11,
,,,,,,,,,,__export__.sgavar_file_var_1012_aba08e4b,Numérico,UNIPAL,,,102,94,0,9,9,stock_available_global.model_product_template,False,12,9000
,,,,,,,,,,__export__.sgavar_file_var_1013_07a75fec,Numérico,BASE,,,107,103,0,5,5,stock_available_global.model_product_template,False,13,2250
,,,,,,,,,,__export__.sgavar_file_var_1014_5b341cc1,Numérico,ALTURA,,,112,108,0,5,5,stock_available_global.model_product_template,False,14,4
,,,,,,,,,,__export__.sgavar_file_var_1015_3ed4eeff,Numérico,PESTAR,,,121,113,3,6,9,stock_available_global.model_product_template,False,15,
,,,,,,,,,,__export__.sgavar_file_var_1016_c977653b,Alfanumerico,UNIANI,,,122,122,0,1,1,stock_available_global.model_product_template,False,16,N
,,,,,,,,,,__export__.sgavar_file_var_1018_d0a42366,Alfanumerico,ACCION,,,6,5,0,2,2,stock_available_global.model_product_template,True,1,DE
,,,,,,,,,,__export__.sgavar_file_var_1019_07e9e54f,Alfanumerico,ARTREF,product.field_product_template_default_code,,22,7,0,16,16,stock_available_global.model_product_template,True,2,
,,,,,,,,,,__export__.sgavar_file_var_1020_6562eb74,Alfanumerico,UNITIP,,,26,23,0,4,4,stock_available_global.model_product_template,True,3,UD
,,,,,,,,,,__export__.sgavar_file_var_1021_7023bdfe,Numérico,NUMUNI,,,34,27,3,5,8,stock_available_global.model_product_template,True,4,1
,,,,,,,,,,__export__.sgavar_file_var_1022_039ff1a8,Numérico,CUB,product.field_product_template_volume,,43,35,3,6,9,stock_available_global.model_product_template,False,5,
,,,,,,,,,,__export__.sgavar_file_var_1023_df265ef6,Numérico,MEDLAR,,,52,44,3,6,9,stock_available_global.model_product_template,False,6,
,,,,,,,,,,__export__.sgavar_file_var_1024_2551fbb3,Numérico,MEDALT,,,60,53,3,6,9,stock_available_global.model_product_template,False,7,
,,,,,,,,,,__export__.sgavar_file_var_1025_d388b128,Numérico,MEDANC,,,69,61,3,6,9,stock_available_global.model_product_template,False,8,
,,,,,,,,,,__export__.sgavar_file_var_1026_e4e27cc9,Numérico,PESUNI,,,77,70,3,5,8,stock_available_global.model_product_template,False,9,
,,,,,,,,,,__export__.sgavar_file_var_1027_fc8c9419,Numérico,PESINF,,,85,78,3,5,8,stock_available_global.model_product_template,False,10,
,,,,,,,,,,__export__.sgavar_file_var_1028_ba743e7d,Numérico,PESSUP,,,93,86,3,5,8,stock_available_global.model_product_template,False,11,
,,,,,,,,,,__export__.sgavar_file_var_1029_0dbd2af3,Numérico,UNIPAL,,,102,94,0,9,9,stock_available_global.model_product_template,False,12,9000
,,,,,,,,,,__export__.sgavar_file_var_1030_4ac00a82,Numérico,BASE,,,107,103,0,5,5,stock_available_global.model_product_template,False,13,2250
,,,,,,,,,,__export__.sgavar_file_var_1031_207a9993,Numérico,ALTURA,,,112,108,0,5,5,stock_available_global.model_product_template,False,14,4
,,,,,,,,,,__export__.sgavar_file_var_1032_36793b5a,Numérico,PESTAR,,,121,113,3,6,9,stock_available_global.model_product_template,False,15,
,,,,,,,,,,__export__.sgavar_file_var_1033_e88a623d,Alfanumerico,UNIANI,,,122,122,0,1,1,stock_available_global.model_product_template,False,16,N
,,,,,,,,,,__export__.sgavar_file_var_1038_4d493e86,Alfanumerico,ACCION,, ,6,5,0,2,2,stock_available_global.model_product_product,True,1,AG
,,,,,,,,,,__export__.sgavar_file_var_1036_b8ecf993,Alfanumerico,ARTPRIREF,product.field_product_product_default_code, ,22,7,0,16,16,stock_available_global.model_product_product,True,2,
,,,,,,,,,,__export__.sgavar_file_var_1037_b7590338,Alfanumerico,EANCOD,product.field_product_product_barcode, ,36,23,0,14,14,stock_available_global.model_product_product,True,3,
,,,,,,,,,,__export__.sgavar_file_var_1035_b3b1ea1c,Alfanumerico,EANTIP,, ,40,37,0,4,4,stock_available_global.model_product_product,True,4,CPRV
,,,,,,,,,,__export__.sgavar_file_var_1040_51e7b758,Alfanumerico,ACCION,, ,6,5,0,2,2,stock_available_global.model_product_product,True,1,MO
,,,,,,,,,,__export__.sgavar_file_var_1041_8e44a668,Alfanumerico,ARTPRIREF,product.field_product_product_default_code, ,22,7,0,16,16,stock_available_global.model_product_product,True,2,
,,,,,,,,,,__export__.sgavar_file_var_1042_d93aed58,Alfanumerico,EANCOD,product.field_product_product_barcode, ,36,23,0,14,14,stock_available_global.model_product_product,True,3,
,,,,,,,,,,__export__.sgavar_file_var_1043_5eefa9aa,Alfanumerico,EANTIP,, ,40,37,0,4,4,stock_available_global.model_product_product,True,4,CPRV
,,,,,,,,,,__export__.sgavar_file_var_1045_4d45cebc,Alfanumerico,ACCION,, ,6,5,0,2,2,stock_available_global.model_product_product,True,1,DE
,,,,,,,,,,__export__.sgavar_file_var_1046_f90fc93d,Alfanumerico,ARTPRIREF,product.field_product_product_default_code, ,22,7,0,16,16,stock_available_global.model_product_product,True,2,
,,,,,,,,,,__export__.sgavar_file_var_1047_ad28071e,Alfanumerico,EANCOD,product.field_product_product_barcode, ,36,23,0,14,14,stock_available_global.model_product_product,True,3,
,,,,,,,,,,__export__.sgavar_file_var_1048_76e28e0f,Alfanumerico,EANTIP,, ,40,37,0,4,4,stock_available_global.model_product_product,True,4,CPRV
,,,,,,,,,,__export__.sgavar_file_var_1050_7537a5f6,Alfanumerico,ACCION,, ,6,5,0,2,2,stock_move_reassign_availability.model_stock_quant,True,1,AG
,,,,,,,,,,__export__.sgavar_file_var_1049_5a3f4dde,Related-Alfanumérico,ARTREF,stock.field_stock_quant_product_id, ,22,7,0,16,16,stock_move_reassign_availability.model_stock_quant,True,2,default_code
,,,,,,,,,,__export__.sgavar_file_var_1052_1c366f40,Related-Alfanumérico,ALMREF,stock.field_product_product_location_id, ,24,23,0,2,2,stock_move_reassign_availability.model_stock_quant,True,3,id
,,,,,,,,,,__export__.sgavar_file_var_1059_693a7f23,Alfanumerico,ZONUBIREF,, ,28,25,0,4,4,stock_move_reassign_availability.model_stock_quant,False,4,
,,,,,,,,,,__export__.sgavar_file_var_1058_85304f46,Alfanumerico,UBIREF,, ,44,29,0,16,16,stock_move_reassign_availability.model_stock_quant,False,5,
,,,,,,,,,,__export__.sgavar_file_var_1057_0664eed9,Alfanumerico,ZONPICREF,, ,48,45,0,4,4,stock_move_reassign_availability.model_stock_quant,False,6,
,,,,,,,,,,__export__.sgavar_file_var_1056_7e78e6b2,Alfanumerico,UBIPICDIN,, ,49,49,0,1,1,stock_move_reassign_availability.model_stock_quant,True,7,N
,,,,,,,,,,__export__.sgavar_file_var_1055_8de872a0,Alfanumerico,UBIPIC,, ,65,50,0,16,16,stock_move_reassign_availability.model_stock_quant,False,8,
,,,,,,,,,,__export__.sgavar_file_var_1054_a2667db9,Alfanumerico,DIMCOD,, ,69,66,0,4,4,stock_move_reassign_availability.model_stock_quant,False,9,
,,,,,,,,,,__export__.sgavar_file_var_1053_a9043b1b,Numérico,ALTMIN,, ,74,70,0,5,5,stock_move_reassign_availability.model_stock_quant,False,10,1
,,,,,,,,,,__export__.sgavar_file_var_1075_65400e16,Numérico,ALTMAX,, ,79,75,0,5,5,stock_move_reassign_availability.model_stock_quant,False,11,9
,,,,,,,,,,__export__.sgavar_file_var_1074_b3b3cede,Alfanumerico,ALMRESTOS,, ,80,80,0,1,1,stock_move_reassign_availability.model_stock_quant,False,12,S
,,,,,,,,,,__export__.sgavar_file_var_1073_3edba0d6,Numérico,MARGENROT,, ,89,81,0,9,9,stock_move_reassign_availability.model_stock_quant,False,13,
,,,,,,,,,,__export__.sgavar_file_var_1072_b9c546fd,Numérico,CANPICMIN,, ,98,90,0,9,9,stock_move_reassign_availability.model_stock_quant,False,14,
,,,,,,,,,,__export__.sgavar_file_var_1071_b43e97ef,Numérico,CANPICMAX,, ,108,99,0,9,9,stock_move_reassign_availability.model_stock_quant,False,15,
,,,,,,,,,,__export__.sgavar_file_var_1070_5552b34e,Numérico,STOMINTRA,, ,117,109,0,9,9,stock_move_reassign_availability.model_stock_quant,False,16,
,,,,,,,,,,__export__.sgavar_file_var_1069_bf090915,Numérico,STOMAXTRA,, ,126,118,0,9,9,stock_move_reassign_availability.model_stock_quant,False,17,
,,,,,,,,,,__export__.sgavar_file_var_1068_b73a103f,Alfanumerico,PICCOMPAR,, ,127,127,0,1,1,stock_move_reassign_availability.model_stock_quant,False,18,S
,,,,,,,,,,__export__.sgavar_file_var_1067_14f7a96a,Alfanumerico,TERPROREF,, ,143,128,0,16,16,stock_move_reassign_availability.model_stock_quant,False,19,
,,,,,,,,,,__export__.sgavar_file_var_1066_1024ba1b,Alfanumerico,LOTE,, ,163,144,0,20,20,stock_move_reassign_availability.model_stock_quant,False,20,
,,,,,,,,,,__export__.sgavar_file_var_1065_979f1b78,Alfanumerico,ZONUBIREFDOS,, ,169,164,0,4,4,stock_move_reassign_availability.model_stock_quant,False,21,
,,,,,,,,,,__export__.sgavar_file_var_1064_f936d266,Numérico,PORREF,, ,172,170,0,3,3,stock_move_reassign_availability.model_stock_quant,False,22,
,,,,,,,,,,__export__.sgavar_file_var_1063_7dd42c1d,Alfanumerico,BUSTIP,, ,173,173,0,1,1,stock_move_reassign_availability.model_stock_quant,False,23,C
,,,,,,,,,,__export__.sgavar_file_var_1062_3248855b,Alfanumerico,UBIREFDOS,, ,189,174,0,16,16,stock_move_reassign_availability.model_stock_quant,False,24,
,,,,,,,,,,__export__.sgavar_file_var_1061_a85174c6,Alfanumerico,BUSTIPDOS,, ,190,190,0,1,1,stock_move_reassign_availability.model_stock_quant,False,25,
,,,,,,,,,,__export__.sgavar_file_var_1060_1f5d3fed,Alfanumerico,TIPMOL,, ,194,191,0,4,4,stock_move_reassign_availability.model_stock_quant,False,26,
,,,,,,,,,,__export__.sgavar_file_var_1083_59cc15ff,Numérico,MARGENROT2,, ,203,195,0,9,9,stock_move_reassign_availability.model_stock_quant,False,27,
,,,,,,,,,,__export__.sgavar_file_var_1082_b58d6228,Alfanumerico,TIPMOLDOS,, ,207,204,0,4,4,stock_move_reassign_availability.model_stock_quant,False,28,
,,,,,,,,,,__export__.sgavar_file_var_1081_522f6bad,Numérico,ALTMINDOS,, ,212,208,0,5,5,stock_move_reassign_availability.model_stock_quant,False,29,
,,,,,,,,,,__export__.sgavar_file_var_1080_32aa74cf,Numérico,ALTMAXDOS,, ,217,213,0,5,5,stock_move_reassign_availability.model_stock_quant,False,30,
,,,,,,,,,,__export__.sgavar_file_var_1079_3b4ea441,Numérico,STOMINZONALM,, ,226,218,0,9,9,stock_move_reassign_availability.model_stock_quant,False,31,
,,,,,,,,,,__export__.sgavar_file_var_1078_21006767,Numérico,STOMAXZONALM,, ,235,227,0,9,9,stock_move_reassign_availability.model_stock_quant,False,32,
,,,,,,,,,,__export__.sgavar_file_var_1077_2acd1ec1,Numérico,STOMINZONALMDOS,, ,244,236,0,9,9,stock_move_reassign_availability.model_stock_quant,False,33,
,,,,,,,,,,__export__.sgavar_file_var_1076_d315cf44,Numérico,STOMAXZONALMDOS,, ,253,245,0,9,9,stock_move_reassign_availability.model_stock_quant,False,34,
,,,,,,,,,,__export__.sgavar_file_var_1088_433e4f22,Alfanumerico,ACCION,, ,6,5,0,2,2,sga_ulma_integration.model_stock_move_line,True,0,MO
,,,,,,,,,,__export__.sgavar_file_var_1089_daa96e8b,Alfanumerico,EXPORDREF,stock.field_stock_move_line_reference, ,21,7,0,15,15,sga_ulma_integration.model_stock_move_line,True,1,
,,,,,,,,,,__export__.sgavar_file_var_1090_fb96c86f,Related-Numérico,ALMREF,stock.field_stock_move_line_location_id, ,30,22,0,9,9,sga_ulma_integration.model_stock_move_line,True,2,id
,,,,,,,,,,__export__.sgavar_file_var_1091_d47e0fea,Related-Numérico,ARTREF,stock.field_stock_move_line_product_id, ,46,31,0,16,16,sga_ulma_integration.model_stock_move_line,True,3,reference
,,,,,,,,,,__export__.sgavar_file_var_1092_63266f5d,Related-Alfanumérico,CNTDOREF,stock.field_stock_move_line_result_package_id, ,64,47,0,18,18,sga_ulma_integration.model_stock_move_line,True,4,name
,,,,,,,,,,__export__.sgavar_file_var_1093_71442b80,Alfanumerico,CNTPRO,, ,68,65,0,4,4,sga_ulma_integration.model_stock_move_line,False,5,
,,,,,,,,,,__export__.sgavar_file_var_1094_7346ae03,Related-Alfanumérico,TERPROREF,stock_move_apk.field_stock_move_line_partner_id, ,84,69,0,16,16,sga_ulma_integration.model_stock_move_line,True,6,id
,,,,,,,,,,__export__.sgavar_file_var_1095_abee174c,Numérico,CAN,stock.field_stock_move_line_qty_done, ,93,85,3,6,9,sga_ulma_integration.model_stock_move_line,False,7,
,,,,,,,,,,__export__.sgavar_file_var_1096_3eb40682,Alfanumerico,TIPUNI,, ,97,94,0,4,4,sga_ulma_integration.model_stock_move_line,False,8,UD
,,,,,,,,,,__export__.sgavar_file_var_1097_e90c12df,Numérico,NUMNI,stock.field_stock_move_line_qty_done, ,105,98,0,8,8,sga_ulma_integration.model_stock_move_line,True,9,1
,,,,,,,,,,__export__.sgavar_file_var_1098_af7192a9,Related-Alfanumérico,PES,stock.field_stock_move_line_product_id, ,114,106,3,6,9,sga_ulma_integration.model_stock_move_line,False,10,weight
,,,,,,,,,,__export__.sgavar_file_var_1099_5ab67606,Numérico,VOL,, ,123,115,3,6,9,sga_ulma_integration.model_stock_move_line,False,11,
,,,,,,,,,,__export__.sgavar_file_var_1100_5b2153b7,Alfanumerico,CRIROT,, ,143,124,0,20,20,sga_ulma_integration.model_stock_move_line,False,12,
,,,,,,,,,,__export__.sgavar_file_var_1101_77b81cb6,Fecha,FECCAD,, ,151,144,0,8,8,sga_ulma_integration.model_stock_move_line,False,13,
,,,,,,,,,,__export__.sgavar_file_var_1102_1a5da141,Fecha,FECREC,stock.field_stock_move_line_date, ,159,152,0,8,8,sga_ulma_integration.model_stock_move_line,False,14,
,,,,,,,,,,__export__.sgavar_file_var_1103_f25f7a03,Fecha,FECFAB,stock.field_stock_move_line_date, ,167,160,0,8,8,sga_ulma_integration.model_stock_move_line,False,15,
,,,,,,,,,,__export__.sgavar_file_var_1104_56f89cfc,Alfanumerico,LOTE,, ,187,168,0,20,20,sga_ulma_integration.model_stock_move_line,False,16,
,,,,,,,,,,__export__.sgavar_file_var_1105_2c884b3c,Alfanumerico,NUMSERREF,, ,207,188,0,30,30,sga_ulma_integration.model_stock_move_line,False,17,
,,,,,,,,,,__export__.sgavar_file_var_1107_1d380748,Related-Numérico,EXPORDLIN,stock.field_stock_move_line_move_id,,216,208,0,9,9,sga_ulma_integration.model_stock_move_line,False,18,id
,,,,,,,,,,__export__.sgavar_file_var_1108_1d154255,Alfanumerico,CNTEXPTIP,, ,222,217,0,6,6,sga_ulma_integration.model_stock_move_line,False,19,
,,,,,,,,,,__export__.sgavar_file_var_1109_32409236,Alfanumerico,MUELLE,, ,238,223,0,16,16,sga_ulma_integration.model_stock_move_line,False,20,
,,,,,,,,,,__export__.sgavar_file_var_1110_35f439b2,Alfanumerico,CNTDORMAT,, ,258,239,0,20,20,sga_ulma_integration.model_stock_move_line,False,21,
,,,,,,,,,,__export__.sgavar_file_var_1111_a859c912,Alfanumerico,PROP,, ,278,259,0,20,20,sga_ulma_integration.model_stock_move_line,False,22,
,,,,,,,,,,__export__.sgavar_file_var_1106_997bd6bc,Alfanumerico,DIM,, ,282,279,0,4,4,sga_ulma_integration.model_stock_move_line,False,23,
,,,,,,,,,,__export__.sgavar_file_var_1115_25ogu5la,Alfanumerico,ACCION,, ,6,5,0,2,2,sga_ulma_integration.model_stock_batch_picking,True,2,MO
,,,,,,,,,,__export__.sgavar_file_var_1116_3a36rdem,Alfanumerico,EXPORDREF,stock_batch_picking.field_stock_batch_picking_name, ,21,7,0,15,15,sga_ulma_integration.model_stock_batch_picking,True,3,
,,,,,,,,,,__export__.sgavar_file_var_1117_434qf8el,Numérico,ALMREF,, ,23,22,0,2,2,sga_ulma_integration.model_stock_batch_picking,True,4,1
,,,,,,,,,,__export__.sgavar_file_var_1118_57nfkuw8,Related-Alfanumérico,TERREF,stock_picking_group.field_stock_batch_picking_partner_id, ,39,24,0,16,16,sga_ulma_integration.model_stock_batch_picking,True,5,ref
,,,,,,,,,,__export__.sgavar_file_var_1119_6bh0yvq9,Alfanumerico,TERPROREF,, ,55,40,0,16,16,sga_ulma_integration.model_stock_batch_picking,False,6,
,,,,,,,,,,__export__.sgavar_file_var_1120_75eb4401,Alfanumerico,EXPORDTIP,sga_adaia_integration.field_stock_batch_picking_adaia_code, ,59,56,0,4,4,sga_ulma_integration.model_stock_batch_picking,False,7,
,,,,,,,,,,__export__.sgavar_file_var_1121_8f2kvuy0,Related-Alfanumérico,EXPORDSUBTIP,shipping_type.field_stock_batch_picking_delivery_route_path_id, ,63,60,0,4,4,sga_ulma_integration.model_stock_batch_picking,False,8,name
,,,,,,,,,,__export__.sgavar_file_var_1122_94wwn2wy,Fecha,TRAREF,stock_batch_picking.field_stock_batch_picking_create_date, ,79,64,0,16,16,sga_ulma_integration.model_stock_batch_picking,False,9,
,,,,,,,,,,__export__.sgavar_file_var_1123_10a3kxbh,Fecha,FECORD,, ,87,80,0,8,8,sga_ulma_integration.model_stock_batch_picking,False,10,
