id,version_active,file_bytes,cte_name,model,file_filter,odoo_model/id,description,code,version,sga_file_var_ids/id,sga_file_var_ids/adaia_type,sga_file_var_ids/name,sga_file_var_ids/odoo_name/id,sga_file_var_ids/fillchar,sga_file_var_ids/en,sga_file_var_ids/st,sga_file_var_ids/length_dec,sga_file_var_ids/length_int,sga_file_var_ids/length,sga_file_var_ids/odoo_model/id,sga_file_var_ids/required,sga_file_var_ids/sequence,sga_file_var_ids/default
,,,,,,,,,,__export__.sgavar_file_var_1124_11nht1a5,Fecha,FECEXP,, ,95,88,0,8,8,sga_ulma_integration.model_stock_batch_picking,False,11,
,,,,,,,,,,__export__.sgavar_file_var_1125_12edhts4,Hora,HOREXP,, ,99,96,0,4,4,sga_ulma_integration.model_stock_batch_picking,False,12,
,,,,,,,,,,__export__.sgavar_file_var_1126_133oi8v3,Alfanumerico,URGENT,, ,100,100,0,1,1,sga_ulma_integration.model_stock_batch_picking,True,13,N
,,,,,,,,,,__export__.sgavar_file_var_1127_146euw6n,Alfanumerico,OBS,, ,140,101,0,40,40,sga_ulma_integration.model_stock_batch_picking,False,14,
,,,,,,,,,,__export__.sgavar_file_var_1128_151cxvnf,Numérico,MUEEXP,sga_adaia_integration.field_stock_batch_picking_adaia_dock, ,146,141,0,6,6,sga_ulma_integration.model_stock_batch_picking,False,15,
,,,,,,,,,,__export__.sgavar_file_var_1129_16jhslas,Alfanumerico,PRVCAMCOM,, ,306,147,0,160,160,sga_ulma_integration.model_stock_batch_picking,False,16,
,,,,,,,,,,__export__.sgavar_file_var_1130_1788wgbu,Alfanumerico,AGROEXGENACC,sga_adaia_integration.field_stock_batch_picking_adaia_group, ,322,307,0,16,16,sga_ulma_integration.model_stock_batch_picking,False,17,
,,,,,,,,,,__export__.sgavar_file_var_1131_18ox8g8a,Numérico,NUMVER,, ,326,323,0,4,4,sga_ulma_integration.model_stock_batch_picking,False,18,0
,,,,,,,,,,__export__.sgavar_file_var_1132_19e57f1k,one2many,MOVE_LINES,sga_adaia_integration.field_stock_batch_picking_draft_move_line_ids, ,0,0,0,0,0,sga_ulma_integration.model_stock_batch_picking,True,19,SBL
,,,,,,,,,,__export__.sgavar_file_var_1134_2ztc1r0n,Alfanumerico,ACCION,, ,6,5,0,2,2,sga_ulma_integration.model_stock_move_line,True,1,MO
,,,,,,,,,,__export__.sgavar_file_var_1135_323ixn9d,Related-Alfanumérico,EXPORDREF,stock_move_selection_wzd.field_stock_move_draft_batch_picking_id, ,21,7,0,15,15,sga_ulma_integration.model_stock_move_line,True,2,name
,,,,,,,,,,__export__.sgavar_file_var_1136_4hk8pxdx,Numérico,num_lin,, ,30,22,0,9,9,sga_ulma_integration.model_stock_move_line,False,3,
,,,,,,,,,,__export__.sgavar_file_var_1137_521jgw5i,Related-Numérico,ARTREF,stock.field_stock_move_product_id, ,46,31,0,16,16,sga_ulma_integration.model_stock_move_line,True,4,default_code
,,,,,,,,,,__export__.sgavar_file_var_1138_65tlv05j,Numérico,CANPED,stock.field_stock_move_line_ordered_qty, ,55,47,0,9,9,sga_ulma_integration.model_stock_move_line,True,5,
,,,,,,,,,,__export__.sgavar_file_var_1139_7j10aplt,Alfanumerico,TIPUNI,, ,59,56,0,4,4,sga_ulma_integration.model_stock_move_line,True,6,UD
,,,,,,,,,,__export__.sgavar_file_var_1140_8rbpeg8u,Related-Numérico,NUMUNI,stock.field_stock_move_line_product_uom_id, ,67,60,0,8,8,sga_ulma_integration.model_stock_move_line,True,7,factor
,,,,,,,,,,__export__.sgavar_file_var_1141_9w395k9a,Alfanumerico,PESPED,, ,76,68,3,6,9,sga_ulma_integration.model_stock_move_line,False,8,
,,,,,,,,,,__export__.sgavar_file_var_1142_106jrmfu,Alfanumerico,PREVEN,, ,85,77,2,7,9,sga_ulma_integration.model_stock_move_line,False,9,
,,,,,,,,,,__export__.sgavar_file_var_1143_119y8w2o,Alfanumerico,OBS,, ,125,86,0,40,40,sga_ulma_integration.model_stock_move_line,False,10,
,,,,,,,,,,__export__.sgavar_file_var_1144_129v3b75,Alfanumerico,LOTE,, ,145,126,0,20,20,sga_ulma_integration.model_stock_move_line,False,11,
,,,,,,,,,,__export__.sgavar_file_var_1145_13284qpt,Alfanumerico,KIT,, ,146,146,0,1,1,sga_ulma_integration.model_stock_move_line,False,12,N
,,,,,,,,,,__export__.sgavar_file_var_1146_1496if3f,Alfanumerico,VIDAUTILMIN,, ,149,147,0,3,3,sga_ulma_integration.model_stock_move_line,False,13,
,,,,,,,,,,__export__.sgavar_file_var_1147_15jhuqtr,Alfanumerico,VIDAUTILMAX,, ,152,150,0,3,3,sga_ulma_integration.model_stock_move_line,False,14,
,,,,,,,,,,__export__.sgavar_file_var_1149_28bngdkv,Alfanumerico,ACCION,, ,6,5,0,2,2,sga_ulma_integration.model_stock_batch_picking,True,1,MO
,,,,,,,,,,__export__.sgavar_file_var_1150_3zwzj87s,Alfanumerico,EXPORDREF,stock_batch_picking.field_stock_batch_picking_name, ,21,7,0,15,15,sga_ulma_integration.model_stock_batch_picking,True,2,
,,,,,,,,,,__export__.sgavar_file_var_1151_4s3tpnbu,Related-Numérico,ALMREF,stock_move_selection_wzd.field_stock_batch_picking_picking_type_id,	,23,22,0,2,2,sga_ulma_integration.model_stock_batch_picking,True,3,default_location_src_id
,,,,,,,,,,__export__.sgavar_file_var_1152_5cbv6khd,Related-Alfanumérico,TERREF,stock_move_selection_wzd.field_stock_batch_picking_company_id, ,39,24,0,16,16,sga_ulma_integration.model_stock_batch_picking,True,4,id
,,,,,,,,,,__export__.sgavar_file_var_1153_6vzzqufi,Alfanumerico,TERPROREF,, ,55,40,0,16,16,sga_ulma_integration.model_stock_batch_picking,False,5,
,,,,,,,,,,__export__.sgavar_file_var_1154_7xmuec7n,Alfanumerico,EXPORDTIP,, ,59,56,0,4,4,sga_ulma_integration.model_stock_batch_picking,False,6,
,,,,,,,,,,__export__.sgavar_file_var_1155_8xp4cqvg,Alfanumerico,EXPORDSUBTIP,, ,63,60,0,4,4,sga_ulma_integration.model_stock_batch_picking,False,7,
,,,,,,,,,,__export__.sgavar_file_var_1156_93ht7dul,Alfanumerico,ALBARA,, ,75,64,0,12,12,sga_ulma_integration.model_stock_batch_picking,False,8,
,,,,,,,,,,__export__.sgavar_file_var_1157_10f3t9zw,Fecha,FECEXP,stock_batch_picking.field_stock_batch_picking_date, ,83,76,0,8,8,sga_ulma_integration.model_stock_batch_picking,False,9,
,,,,,,,,,,__export__.sgavar_file_var_1158_11nueaye,Hora,HOREXP,stock_batch_picking.field_stock_batch_picking_date, ,87,84,0,4,4,sga_ulma_integration.model_stock_batch_picking,False,10,
,,,,,,,,,,__export__.sgavar_file_var_1159_12ewwc7e,Alfanumerico,OBS,stock_batch_picking.field_stock_batch_picking_notes, ,127,88,0,40,40,sga_ulma_integration.model_stock_batch_picking,False,11,
,,,,,,,,,,__export__.sgavar_file_var_1160_13ykk0pr,Alfanumerico,PRVCAMCOM,, ,286,128,0,160,160,sga_ulma_integration.model_stock_batch_picking,True,12,
,,,,,,,,,,__export__.sgavar_file_var_1161_145r05kk,Alfanumerico,AGROEXGENACC,, ,301,287,0,166,16,sga_ulma_integration.model_stock_batch_picking,False,13,
,,,,,,,,,,__export__.sgavar_file_var_1162_15lwbx11,one2many,MOVE_LINE,sga_adaia_integration.field_stock_batch_picking_draft_move_line_ids, ,0,0,0,0,0,sga_ulma_integration.model_stock_batch_picking,True,14,SBC
,,,,,,,,,,__export__.sgavar_file_var_1163_162tehza,one2many,CONTENT_LINES,sga_adaia_integration.field_stock_batch_picking_draft_move_line_ids, ,0,0,0,0,0,sga_ulma_integration.model_stock_batch_picking,True,15,CEN
,,,,,,,,,,__export__.sgavar_file_var_1165_2ied3vav,Alfanumerico,ACCION,, ,6,5,0,2,2,sga_ulma_integration.model_stock_move_line,True,1,AG
,,,,,,,,,,__export__.sgavar_file_var_1166_3vf7ntou,Related-Alfanumérico,EXPORDREF,stock_move_selection_wzd.field_stock_move_draft_batch_picking_id, ,21,7,0,15,15,sga_ulma_integration.model_stock_move_line,True,2,name
,,,,,,,,,,__export__.sgavar_file_var_1167_4f4begk1,Numérico,EXPORDLIN,stock.field_stock_move_line_id, ,30,22,0,9,9,sga_ulma_integration.model_stock_move_line,True,3,
,,,,,,,,,,__export__.sgavar_file_var_1168_56k5f0po,Related-Numérico,ARTREF,stock.field_stock_move_line_product_id, ,46,31,0,16,16,sga_ulma_integration.model_stock_move_line,True,4,default_code
,,,,,,,,,,__export__.sgavar_file_var_1169_6l5crsyx,Alfanumerico,CANPED,stock.field_stock_move_line_ordered_qty, ,55,47,0,9,9,sga_ulma_integration.model_stock_move_line,True,5,
,,,,,,,,,,__export__.sgavar_file_var_1170_7cgs51fc,Alfanumerico,CANSER,stock.field_stock_move_line_product_qty, ,64,56,0,9,9,sga_ulma_integration.model_stock_move_line,True,6,
,,,,,,,,,,__export__.sgavar_file_var_1171_8hvtvcvu,Alfanumerico,TIPUNI,, ,68,65,0,4,4,sga_ulma_integration.model_stock_move_line,True,7,UD
,,,,,,,,,,__export__.sgavar_file_var_1172_92hg62sl,Related-Numérico,PESSER,product.field_product_product_weight, ,77,69,3,6,9,sga_ulma_integration.model_stock_move_line,False,8,weight
,,,,,,,,,,__export__.sgavar_file_var_1173_10pwb3kks,Related-Numérico,PREVEN,product.field_product_product_weight, ,86,78,2,7,9,sga_ulma_integration.model_stock_move_line,False,9,standard_price
,,,,,,,,,,__export__.sgavar_file_var_1174_11v6wx6s,Alfanumerico,OBS,, ,126,87,0,40,40,sga_ulma_integration.model_stock_move_line,False,10,
,,,,,,,,,,__export__.sgavar_file_var_1175_125ou5la,Related-Alfanumérico,LOTE,stock_move_selection_wzd.field_stock_move_lot_id, ,146,127,0,20,20,sga_ulma_integration.model_stock_move_line,False,11,name
,,,,,,,,,,__export__.sgavar_file_var_3371_19dfacc7,Alfanumerico,ACCION,, ,6,5,0,2,2,sga_ulma_integration.model_stock_batch_picking,True,1,MO
,,,,,,,,,,__export__.sgavar_file_var_3372_43ad4b07,Alfanumerico,RECORDREF,stock_batch_picking.field_stock_batch_picking_name, ,22,7,0,16,16,sga_ulma_integration.model_stock_batch_picking,True,2,
,,,,,,,,,,__export__.sgavar_file_var_3373_2bb2b45a,Numérico,ALMREF,, ,24,23,0,2,2,sga_ulma_integration.model_stock_batch_picking,True,3,1
,,,,,,,,,,__export__.sgavar_file_var_3374_a3a3b4d5,Related-Alfanumérico,TERREF,stock.field_stock_picking_partner_id, ,40,25,0,16,16,sga_ulma_integration.model_stock_batch_picking,True,4,ref
,,,,,,,,,,__export__.sgavar_file_var_3375_85135dee,Alfanumerico,TERPROREF,, ,56,41,0,16,16,sga_ulma_integration.model_stock_batch_picking,False,5,
,,,,,,,,,,__export__.sgavar_file_var_3376_9b25b4d5,Alfanumerico,RECORDTIP,, ,60,57,0,4,4,sga_ulma_integration.model_stock_batch_picking,True,6,ENPR
,,,,,,,,,,__export__.sgavar_file_var_3377_78f0bbab,Fecha,FECORD,stock_batch_picking.field_stock_batch_picking_create_date, ,8,61,0,8,8,sga_ulma_integration.model_stock_batch_picking,True,7,
,,,,,,,,,,__export__.sgavar_file_var_3378_22dd35ec,Hora,FECREC,stock_move_selection_wzd.field_stock_batch_picking_date_done, ,76,69,0,8,8,sga_ulma_integration.model_stock_batch_picking,False,8,
,,,,,,,,,,__export__.sgavar_file_var_3379_b33ea5ee,Alfanumerico,HORREC,, ,80,77,0,4,4,sga_ulma_integration.model_stock_batch_picking,False,9,
,,,,,,,,,,__export__.sgavar_file_var_3380_67be1fc6,Alfanumerico,OBS,, ,120,81,0,40,40,sga_ulma_integration.model_stock_batch_picking,False,10,
,,,,,,,,,,__export__.sgavar_file_var_3381_f0d6397f,Alfanumerico,TERRESREF,, ,136,121,0,16,16,sga_ulma_integration.model_stock_batch_picking,False,11,
,,,,,,,,,,__export__.sgavar_file_var_3382_ed63f90a,Alfanumerico,RECORDSUBTIP,, ,140,137,0,4,4,sga_ulma_integration.model_stock_batch_picking,False,12,
,,,,,,,,,,__export__.sgavar_file_var_3383_fb80cea1,Alfanumerico,PRVCAMCOM,, ,260,141,0,160,160,sga_ulma_integration.model_stock_batch_picking,False,13,
,,,,,,,,,,__export__.sgavar_file_var_3414_35bd3300,one2many,MOVE_LINES,sga_adaia_integration.field_stock_batch_picking_draft_move_line_ids, ,0,0,0,0,0,sga_ulma_integration.model_stock_batch_picking,True,14,OSL
,,,,,,,,,,__export__.sgavar_file_var_3386_e0b1b164,Alfanumerico,ACCION,, ,6,5,0,2,2,sga_ulma_integration.model_stock_batch_picking,True,1,AG
,,,,,,,,,,__export__.sgavar_file_var_3387_13ab006b,Numérico,RECCOD,stock_batch_picking.field_stock_batch_picking_name, ,15,7,0,9,9,sga_ulma_integration.model_stock_batch_picking,True,2,
,,,,,,,,,,__export__.sgavar_file_var_3388_16a698bf,Numérico,ALMREF,, ,17,16,0,2,2,sga_ulma_integration.model_stock_batch_picking,True,3,1
,,,,,,,,,,__export__.sgavar_file_var_3389_1fdc598a,Alfanumerico,RECORDREF,, ,33,18,0,16,16,sga_ulma_integration.model_stock_batch_picking,True,4,
,,,,,,,,,,__export__.sgavar_file_var_3390_3051ab9e,Related-Alfanumérico,TERREF,stock.field_stock_picking_partner_id, ,49,34,0,16,16,sga_ulma_integration.model_stock_batch_picking,True,5,id
,,,,,,,,,,__export__.sgavar_file_var_3391_6ff2f8ab,Alfanumerico,TERPROREF,, ,65,50,0,16,16,sga_ulma_integration.model_stock_batch_picking,False,6,
,,,,,,,,,,__export__.sgavar_file_var_3392_59d3cb7a,Alfanumerico,RECORDTIP,, ,69,66,0,4,4,sga_ulma_integration.model_stock_batch_picking,True,7,ENPR
,,,,,,,,,,__export__.sgavar_file_var_3393_b1934acc,Alfanumerico,ALBARA,stock_batch_picking.field_stock_batch_picking_name, ,86,70,0,17,17,sga_ulma_integration.model_stock_batch_picking,True,8,
,,,,,,,,,,__export__.sgavar_file_var_3394_4cc8f3f9,Fecha,FECREC,stock.field_stock_picking_date_done, ,94,87,0,8,8,sga_ulma_integration.model_stock_batch_picking,True,9,
,,,,,,,,,,__export__.sgavar_file_var_3395_fdb355e2,Hora,HORREC,stock.field_stock_picking_date_done, ,98,95,0,5,5,sga_ulma_integration.model_stock_batch_picking,True,10,
,,,,,,,,,,__export__.sgavar_file_var_3396_1ddc78db,Alfanumerico,OBS,stock_batch_picking.field_stock_batch_picking_notes, ,139,99,0,40,40,sga_ulma_integration.model_stock_batch_picking,False,11,
,,,,,,,,,,__export__.sgavar_file_var_3415_db9323fc,one2many,MOVE_LINES,sga_adaia_integration.field_stock_batch_picking_draft_move_line_ids, ,0,0,0,0,0,sga_ulma_integration.model_stock_batch_picking,True,12,OSL
,,,,,,,,,,__export__.sgavar_file_var_3399_232bbcbc,Alfanumerico,ACCION,, ,6,5,0,2,2,sga_ulma_integration.model_stock_move,True,1,MO
,,,,,,,,,,__export__.sgavar_file_var_3400_dbff631e,Related-Alfanumérico,RECORDREF,stock.field_stock_move_line_picking_id, ,22,7,0,16,16,sga_ulma_integration.model_stock_move,True,2,sga_adaia_picking_name
,,,,,,,,,,__export__.sgavar_file_var_3401_52c2fcf1,Related-Numérico,ARTREF,stock.field_stock_move_line_product_id, ,38,23,0,16,16,sga_ulma_integration.model_stock_move,True,3,default_code
,,,,,,,,,,__export__.sgavar_file_var_3402_247c58ec,Numérico,CANPED,stock.field_stock_move_product_uom_qty, ,47,39,0,9,9,sga_ulma_integration.model_stock_move,True,4,
,,,,,,,,,,__export__.sgavar_file_var_3403_a9fd5624,Alfanumerico,TIPUNI,, ,51,48,0,4,4,sga_ulma_integration.model_stock_move,True,5,UD
,,,,,,,,,,__export__.sgavar_file_var_3404_a36d81da,Related-Numérico,NUMUNI,stock.field_stock_move_product_uom, ,59,52,0,8,8,sga_ulma_integration.model_stock_move,True,6,factor
,,,,,,,,,,__export__.sgavar_file_var_3405_e8665b8f,Alfanumerico,PESPED,, ,68,60,3,3,6,sga_ulma_integration.model_stock_move,False,7,
,,,,,,,,,,__export__.sgavar_file_var_3406_1a62a914,Numérico,PRECOM,, ,77,69,2,7,9,sga_ulma_integration.model_stock_move,False,8,
,,,,,,,,,,__export__.sgavar_file_var_3407_e6c269bd,Alfanumerico,ADMCANMAY,, ,78,78,0,1,1,sga_ulma_integration.model_stock_move,False,9,S
,,,,,,,,,,__export__.sgavar_file_var_3408_ebffa2f8,Alfanumerico,ADMCANMEN,, ,79,79,0,1,1,sga_ulma_integration.model_stock_move,False,10,S
,,,,,,,,,,__export__.sgavar_file_var_3409_87560bb2,Alfanumerico,IGNCAD,, ,80,80,0,1,1,sga_ulma_integration.model_stock_move,False,11,S
,,,,,,,,,,__export__.sgavar_file_var_3410_c436f245,Alfanumerico,CTRCAL,, ,81,81,0,1,1,sga_ulma_integration.model_stock_move,False,12,N
,,,,,,,,,,__export__.sgavar_file_var_3411_7beb74e1,Alfanumerico,RECORDLIN,stock.field_stock_move_line_id, ,90,82,0,9,9,sga_ulma_integration.model_stock_move,False,13,
,,,,,,,,,,__export__.sgavar_file_var_3412_3fb3d709,Alfanumerico,ADMCANMAYPOR,, ,93,91,0,3,3,sga_ulma_integration.model_stock_move,False,14,
,,,,,,,,,,__export__.sgavar_file_var_3413_c5d030aa,Alfanumerico,LOTE,stock_move_selection_wzd.field_stock_move_lot_id, ,103,94,0,20,20,sga_ulma_integration.model_stock_move,False,15,name
,,,,,,,,,,__export__.sgavar_file_var_3438_cfcfaba0,Alfanumerico,ACCION,, ,6,5,0,2,2,sga_ulma_integration.model_stock_move,True,1,MO
,,,,,,,,,,__export__.sgavar_file_var_3439_89c22858,Related-Alfanumérico,EXPORDREF,stock.field_stock_move_line_picking_id, ,21,7,0,15,15,sga_ulma_integration.model_stock_move,True,2,sga_adaia_picking_name
,,,,,,,,,,__export__.sgavar_file_var_3440_e9e0911d,Numérico,EXPORDLIN,stock.field_stock_move_line_id, ,30,22,0,9,9,sga_ulma_integration.model_stock_move,True,3,
,,,,,,,,,,__export__.sgavar_file_var_3441_8837c355,Related-Numérico,ARTREF,stock.field_stock_move_product_id, ,46,31,0,16,16,sga_ulma_integration.model_stock_move,True,4,default_code
,,,,,,,,,,__export__.sgavar_file_var_3442_d2ef9532,Numérico,CANPED,stock.field_stock_move_product_uom_qty, ,55,47,0,9,9,sga_ulma_integration.model_stock_move,True,5,
,,,,,,,,,,__export__.sgavar_file_var_3443_0389734a,Alfanumerico,TIPUNI,, ,59,56,0,4,4,sga_ulma_integration.model_stock_move,True,6,UD
,,,,,,,,,,__export__.sgavar_file_var_3444_ef183857,Related-Numérico,NUMUNI,stock.field_stock_move_product_uom, ,67,60,0,8,8,sga_ulma_integration.model_stock_move,True,7,factor
,,,,,,,,,,__export__.sgavar_file_var_3445_2340e268,Alfanumerico,PESPED,, ,76,68,3,6,9,sga_ulma_integration.model_stock_move,False,8,
,,,,,,,,,,__export__.sgavar_file_var_3446_b82babb2,Alfanumerico,PREVEN,, ,85,77,2,7,9,sga_ulma_integration.model_stock_move,False,9,
,,,,,,,,,,__export__.sgavar_file_var_3447_56e0b23d,Alfanumerico,OBS,, ,125,86,0,40,40,sga_ulma_integration.model_stock_move,False,10,
,,,,,,,,,,__export__.sgavar_file_var_3448_0bc81bd5,Alfanumerico,LOTE,, ,145,126,0,20,20,sga_ulma_integration.model_stock_move,False,11,
,,,,,,,,,,__export__.sgavar_file_var_3449_be9c6c17,Alfanumerico,KIT,, ,146,146,0,1,1,sga_ulma_integration.model_stock_move,False,12,N
,,,,,,,,,,__export__.sgavar_file_var_3450_fc297b25,Alfanumerico,VIDAUTILMIN,, ,149,147,0,3,3,sga_ulma_integration.model_stock_move,False,13,
,,,,,,,,,,__export__.sgavar_file_var_3451_24b3349a,Alfanumerico,VIDAUTILMAX,, ,152,150,0,3,3,sga_ulma_integration.model_stock_move,False,14,
,,,,,,,,,,__export__.sgavar_file_var_1200_17698ee6,Alfanumerico,ACCION,, ,6,5,0,2,2,sga_ulma_integration.model_stock_move,True,1,MO
,,,,,,,,,,__export__.sgavar_file_var_1201_9b482110,Related-Alfanumérico,RECORDREF,stock.field_stock_move_line_picking_id, ,22,7,0,16,16,sga_ulma_integration.model_stock_move,True,2,sga_adaia_picking_name
,,,,,,,,,,__export__.sgavar_file_var_1202_27bad89f,Related-Numérico,ARTREF,stock.field_stock_move_line_product_id, ,38,23,0,16,16,sga_ulma_integration.model_stock_move,True,3,default_code
,,,,,,,,,,__export__.sgavar_file_var_1203_eb0cd75b,Numérico,CANREC,stock.field_stock_move_product_uom_qty, ,47,39,0,9,9,sga_ulma_integration.model_stock_move,True,4,
,,,,,,,,,,__export__.sgavar_file_var_1204_e62928a5,Alfanumerico,TIPUNI,, ,51,48,0,4,4,sga_ulma_integration.model_stock_move,True,5,UD
,,,,,,,,,,__export__.sgavar_file_var_1206_03e32e00,Alfanumerico,PESREC,, ,68,52,3,3,6,sga_ulma_integration.model_stock_move,False,7,
,,,,,,,,,,__export__.sgavar_file_var_1207_30bfff16,Numérico,PRECOM,, ,77,58,2,7,9,sga_ulma_integration.model_stock_move,False,8,
,,,,,,,,,,__export__.sgavar_file_var_1208_5d534fd6,Alfanumerico,PESPRO,, ,78,67,0,1,1,sga_ulma_integration.model_stock_move,False,9,
,,,,,,,,,,__export__.sgavar_file_var_1212_f56b7b64,Alfanumerico,RECORDLIN,stock.field_stock_move_line_id, ,90,68,0,9,9,sga_ulma_integration.model_stock_move,False,10,
,,,,,,,,,,__export__.sgavar_file_var_1214_4c793396,Alfanumerico,LOTE,stock.field_stock_move_line_lot_id, ,103,77,0,20,20,sga_ulma_integration.model_stock_move,False,11,name
,,,,,,,,,,__export__.sgavar_file_var_1209_02f4597f,Alfanumerico,INCIDENCIA,, ,79,97,0,1,1,sga_ulma_integration.model_stock_move,False,12,S
,,,,,,,,,,__export__.sgavar_file_var_1226_182fb5cf,Alfanumerico,ACCION,, ,6,5,0,2,2,sga_ulma_integration.model_stock_picking,True,'-13,AG
,,,,,,,,,,__export__.sgavar_file_var_1225_18913b68,Alfanumerico,SSCC,, ,25,7,0,18,18,sga_ulma_integration.model_stock_picking,False,'-12,
,,,,,,,,,,__export__.sgavar_file_var_1224_b11ce462,Related-Alfanumérico,ARTREF,stock.field_stock_picking_product_id, ,41,26,0,16,16,sga_ulma_integration.model_stock_picking,True,'-11,default_code
,,,,,,,,,,__export__.sgavar_file_var_1223_7e0efa37,Alfanumerico,LOTE,,,61,42,0,20,20,sga_ulma_integration.model_stock_picking,False,'-10, 
,,,,,,,,,,__export__.sgavar_file_var_1222_df953c6d,Numérico,CAN,stock.field_stock_move_line_qty_done, ,70,62,0,9,9,sga_ulma_integration.model_stock_picking,True,'-9,
,,,,,,,,,,__export__.sgavar_file_var_1221_43c9016d,Alfanumerico,TIPUNI,, ,74,71,0,4,4,sga_ulma_integration.model_stock_picking,False,'-8,
,,,,,,,,,,__export__.sgavar_file_var_1220_12d87fa2,Alfanumerico,NUMUNI,, ,82,75,0,8,8,sga_ulma_integration.model_stock_picking,False,'-7,
,,,,,,,,,,__export__.sgavar_file_var_1219_fc8f18bf,Alfanumerico,ROTACION,, ,90,83,0,8,8,sga_ulma_integration.model_stock_picking,False,'-6,
,,,,,,,,,,__export__.sgavar_file_var_1218_f95d89cc,Alfanumerico,ORIGEN,, ,96,91,0,16,16,sga_ulma_integration.model_stock_picking,False,'-5,
,,,,,,,,,,__export__.sgavar_file_var_1217_9b646d7d,Alfanumerico,DESTINO,, ,112,97,0,16,16,sga_ulma_integration.model_stock_picking,False,'-4,
,,,,,,,,,,__export__.sgavar_file_var_1230_3a63dee7,Alfanumerico,DIMCOD,, ,116,113,0,4,4,sga_ulma_integration.model_stock_picking,False,'-3,
,,,,,,,,,,__export__.sgavar_file_var_1229_0bbb8723,Alfanumerico,TERREFRES,, ,132,117,0,16,16,sga_ulma_integration.model_stock_picking,False,'-2,
,,,,,,,,,,__export__.sgavar_file_var_1228_a08dd8d6,Alfanumerico,TERPROREF,, ,148,133,0,16,16,sga_ulma_integration.model_stock_picking,False,'-1,
,,,,,,,,,,__export__.sgavar_file_var_1227_9f57af54,Alfanumerico,PES,, ,157,149,3,6,9,sga_ulma_integration.model_stock_picking,False,0,
